ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
learner,Generation X (40-55),Female,Caucasian,Entry-level,Mid-career,Accelerator,None,Some college,Basic,Intermediate,Visual,Advanced,Supportive,Both,Suburban,Advanced,Positive,High,Time,Ambivert,Personal interest,55.52,0,0,positive
learner,Millennials (25-40),Male,Asian,Entry-level,Early career,starter,None,Some college,None,Advanced,Kinesthetic,Basic,Collaborative,Both,Suburban,Intermediate,Neutral,High,Interest,Ambivert,Career advancement,100.0,7,7,negative
learner,Millennials (25-40),Female,Asian,Entry-level,Mid-career,starter,None,Some college,Fluent,Basic,Auditory,Intermediate,Independent,Both,Urban,Basic,Positive,High,Accessibility,Extroverted,Career advancement,41.09,0,0,positive
learner,Generation X (40-55),Male,African American,Senior-level,Mid-career,starter,Mental,Bachelor's degree,Basic,Advanced,Reading/Writing,Intermediate,Supportive,Competitive,Rural,Intermediate,Positive,Low,Interest,Introverted,Career advancement,5.51,0,0,positive
learner,Generation Z (18-24),Male,Caucasian,Executive,Early career,Accelerator,None,Master's degree,Fluent,Advanced,Auditory,Intermediate,Supportive,Both,Urban,Advanced,Neutral,Medium,Resources,Ambivert,Skill development,23.87,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Mid-level,Early career,Builder,None,Some college,Fluent,Advanced,Kinesthetic,Basic,Collaborative,Both,Urban,Advanced,Positive,High,Interest,Introverted,Career advancement,100.0,4,9,positive
admin,Generation X (40-55),Female,Caucasian,Mid-level,Late career,starter,None,Some college,Fluent,None,Auditory,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Neutral,High,Accessibility,Ambivert,Skill development,24.17,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Early career,starter,Physical,Master's degree,Fluent,Basic,Reading/Writing,Intermediate,Competitive,Both,Rural,Advanced,Positive,Medium,Resources,Extroverted,Personal interest,100.0,5,4,positive
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,Expert,None,Bachelor's degree,Fluent,None,Auditory,Intermediate,Competitive,Competitive,Urban,Advanced,Positive,Medium,Accessibility,Introverted,Skill development,89.73,0,0,negative
learner,Generation X (40-55),Male,African American,Mid-level,Early career,starter,None,Some college,Basic,Intermediate,Visual,Basic,Collaborative,Both,Urban,Intermediate,Positive,High,Accessibility,Extroverted,Personal interest,9.09,0,0,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,Builder,None,Some college,Proficient,Basic,Kinesthetic,Basic,Independent,Competitive,Suburban,Basic,Positive,Medium,Resources,Introverted,Personal interest,72.82,0,0,positive
learner,Generation X (40-55),Female,Other,Entry-level,Late career,Accelerator,Physical,Bachelor's degree,Fluent,None,Auditory,Advanced,Collaborative,Both,Rural,Intermediate,Neutral,High,Interest,Extroverted,Personal interest,25.07,0,0,positive
learner,Generation X (40-55),Male,African American,Mid-level,Mid-career,Builder,None,Bachelor's degree,Fluent,Basic,Kinesthetic,Advanced,Collaborative,Both,Urban,Advanced,Neutral,Medium,Interest,Introverted,Skill development,100.0,3,9,positive
learner,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Early career,starter,None,Master's degree,Fluent,Intermediate,Visual,None,Collaborative,Both,Urban,Intermediate,Positive,High,Resources,Extroverted,Requirement,58.09,0,0,negative
learner,Generation X (40-55),Male,African American,Mid-level,Late career,starter,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,None,Supportive,Both,Suburban,Advanced,Neutral,Medium,Accessibility,Introverted,Career advancement,75.45,0,0,negative
learner,Generation Z (18-24),Male,African American,Entry-level,Early career,Builder,None,Some college,Basic,None,Visual,Intermediate,Collaborative,Cooperative,Suburban,Intermediate,Negative,High,Accessibility,Introverted,Career advancement,2.6,0,0,positive
admin,Generation X (40-55),Male,African American,Entry-level,Late career,Accelerator,None,Master's degree,Fluent,Basic,Kinesthetic,Intermediate,Collaborative,Cooperative,Urban,Basic,Neutral,High,Time,Extroverted,Career advancement,100.0,5,3,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Retirement,Accelerator,None,Bachelor's degree,Proficient,Intermediate,Visual,Intermediate,Collaborative,Both,Rural,Advanced,Neutral,High,Time,Introverted,Personal interest,51.33,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Executive,Early career,Builder,Mental,Bachelor's degree,Fluent,Basic,Kinesthetic,None,Supportive,Competitive,Urban,Intermediate,Positive,High,Interest,Introverted,Career advancement,8.8,0,0,negative
learner,Generation X (40-55),Female,African American,Entry-level,Early career,Accelerator,Other,Some college,Fluent,Intermediate,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Intermediate,Positive,Medium,Accessibility,Introverted,Career advancement,54.7,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Entry-level,Late career,Builder,Mental,Some college,Fluent,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,None,Neutral,High,Resources,Extroverted,Personal interest,21.15,0,0,positive
learner,Baby Boomers (55-75),Other,Caucasian,Senior-level,Mid-career,Accelerator,None,Bachelor's degree,Fluent,Advanced,Visual,Basic,Independent,Both,Rural,Advanced,Neutral,High,Interest,Extroverted,Career advancement,19.58,0,0,positive
learner,Generation Z (18-24),Male,Caucasian,Entry-level,Mid-career,Builder,None,Master's degree,Proficient,Basic,Auditory,Basic,Independent,Competitive,Suburban,Basic,Positive,Medium,Interest,Introverted,Requirement,38.03,0,0,positive
admin,Generation Z (18-24),Other,Asian,Entry-level,Retirement,Builder,None,Bachelor's degree,Fluent,Advanced,Visual,Advanced,Supportive,Both,Rural,Advanced,Positive,High,Time,Extroverted,Requirement,66.59,0,0,positive
learner,Millennials (25-40),Female,Caucasian,Executive,Early career,Accelerator,Mental,High school or below,Proficient,Intermediate,Visual,Intermediate,Collaborative,Neither,Suburban,Basic,Positive,High,Resources,Extroverted,Skill development,42.58,0,0,negative
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Advanced,Kinesthetic,Intermediate,Competitive,Neither,Rural,Advanced,Neutral,High,Interest,Introverted,Personal interest,100.0,2,6,positive
learner,Millennials (25-40),Male,Asian,Mid-level,Early career,Builder,None,Master's degree,Fluent,Advanced,Visual,Intermediate,Competitive,Both,Urban,Intermediate,Positive,High,Time,Introverted,Skill development,100.0,1,9,negative
learner,Generation Z (18-24),Female,Caucasian,Entry-level,Late career,starter,Mental,High school or below,Fluent,Intermediate,Kinesthetic,Intermediate,Collaborative,Both,Suburban,Advanced,Neutral,High,Resources,Ambivert,Personal interest,26.52,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Entry-level,Early career,Builder,None,Some college,None,Basic,Kinesthetic,Basic,Competitive,Both,Suburban,Advanced,Positive,High,Time,Extroverted,Skill development,88.02,0,0,negative
admin,Millennials (25-40),Female,Other,Entry-level,Mid-career,starter,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Advanced,Independent,Cooperative,Rural,Intermediate,Neutral,High,Interest,Introverted,Requirement,76.87,0,0,positive
learner,Generation X (40-55),Male,Asian,Senior-level,Mid-career,Builder,None,Bachelor's degree,Proficient,Intermediate,Visual,Intermediate,Competitive,Both,Urban,Intermediate,Positive,High,Interest,Extroverted,Personal interest,15.35,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Entry-level,Mid-career,starter,None,Some college,Basic,Intermediate,Kinesthetic,Basic,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Ambivert,Career advancement,38.26,0,0,positive
learner,Generation X (40-55),Male,African American,Entry-level,Late career,Accelerator,None,High school or below,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Cooperative,Suburban,Advanced,Positive,Medium,Resources,Extroverted,Career advancement,77.97,0,0,negative
learner,Generation Z (18-24),Female,Caucasian,Senior-level,Late career,Builder,None,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Supportive,Both,Suburban,Advanced,Neutral,Medium,Time,Extroverted,Career advancement,28.7,0,0,positive
learner,Generation Z (18-24),Male,African American,Entry-level,Mid-career,Builder,Physical,Bachelor's degree,Proficient,Advanced,Auditory,Basic,Collaborative,Competitive,Urban,Intermediate,Neutral,High,Resources,Extroverted,Career advancement,45.03,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Executive,Late career,Expert,None,Bachelor's degree,Fluent,Intermediate,Visual,Advanced,Collaborative,Both,Rural,Advanced,Positive,High,Interest,Extroverted,Career advancement,79.47,0,0,positive
learner,Millennials (25-40),Other,Asian,Mid-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Basic,Reading/Writing,Intermediate,Competitive,Cooperative,Rural,Intermediate,Neutral,High,Accessibility,Extroverted,Career advancement,100.0,6,2,positive
learner,Millennials (25-40),Male,Caucasian,Senior-level,Late career,starter,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Advanced,Independent,Both,Rural,Advanced,Positive,High,Time,Extroverted,Skill development,7.34,0,0,positive
learner,Millennials (25-40),Female,Other,Senior-level,Early career,starter,None,Bachelor's degree,Proficient,Basic,Kinesthetic,Intermediate,Supportive,Competitive,Suburban,Intermediate,Positive,Medium,Time,Ambivert,Personal interest,32.93,0,0,negative
learner,Generation X (40-55),Male,Asian,Mid-level,Late career,Expert,None,Doctoral degree,Fluent,Intermediate,Auditory,Basic,Independent,Competitive,Urban,Advanced,Positive,High,Time,Introverted,Requirement,74.86,0,0,positive
learner,Generation Z (18-24),Male,African American,Mid-level,Mid-career,Builder,None,Bachelor's degree,Fluent,None,Auditory,Advanced,Independent,Neither,Suburban,None,Neutral,High,Time,Introverted,Personal interest,81.95,0,0,negative
admin,Generation X (40-55),Female,African American,Mid-level,Early career,Accelerator,Physical,Master's degree,Fluent,Advanced,Reading/Writing,Intermediate,Supportive,Both,Urban,None,Negative,Medium,Time,Extroverted,Skill development,100.0,7,8,positive
learner,Millennials (25-40),Female,Asian,Executive,Mid-career,Accelerator,None,Master's degree,Proficient,Advanced,Reading/Writing,Intermediate,Supportive,Both,Suburban,None,Neutral,Medium,Accessibility,Extroverted,Skill development,37.47,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Entry-level,Mid-career,Builder,None,Some college,Fluent,Advanced,Auditory,Advanced,Supportive,Both,Urban,Intermediate,Positive,Medium,Time,Introverted,Skill development,24.53,0,0,negative
admin,Generation X (40-55),Male,Other,Entry-level,Mid-career,Expert,None,Some college,Fluent,Basic,Visual,Basic,Supportive,Competitive,Rural,Intermediate,Positive,Medium,Resources,Ambivert,Career advancement,43.65,0,0,positive
learner,Millennials (25-40),Other,Caucasian,Entry-level,Early career,starter,Physical,High school or below,Proficient,Intermediate,Reading/Writing,None,Collaborative,Both,Urban,Intermediate,Positive,Medium,Time,Introverted,Career advancement,5.7,0,0,negative
learner,Millennials (25-40),Other,Caucasian,Senior-level,Mid-career,Accelerator,None,High school or below,Proficient,Advanced,Kinesthetic,Intermediate,Competitive,Competitive,Rural,Intermediate,Positive,High,Time,Introverted,Career advancement,50.6,0,0,negative
admin,Baby Boomers (55-75),Female,Caucasian,Entry-level,Retirement,Builder,None,High school or below,Fluent,Intermediate,Reading/Writing,Intermediate,Competitive,Cooperative,Suburban,Advanced,Neutral,Medium,Accessibility,Introverted,Skill development,100.0,2,1,negative
learner,Generation X (40-55),Female,Other,Mid-level,Mid-career,starter,Physical,Some college,Proficient,Basic,Visual,Advanced,Competitive,Neither,Urban,Advanced,Positive,High,Resources,Introverted,Requirement,23.39,0,0,negative
learner,Generation X (40-55),Female,Caucasian,Mid-level,Mid-career,Builder,None,Some college,Fluent,Advanced,Visual,Basic,Collaborative,Competitive,Suburban,Advanced,Neutral,High,Interest,Extroverted,Skill development,4.87,0,0,positive
learner,Generation X (40-55),Female,African American,Mid-level,Early career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Competitive,Competitive,Rural,Basic,Neutral,Low,Interest,Extroverted,Personal interest,83.6,0,0,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Early career,Expert,None,Master's degree,Fluent,Basic,Reading/Writing,None,Collaborative,Both,Rural,Basic,Positive,High,Accessibility,Ambivert,Career advancement,43.4,0,0,positive
learner,Generation X (40-55),Female,African American,Executive,Early career,Accelerator,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Competitive,Rural,Basic,Positive,Medium,Interest,Extroverted,Skill development,29.97,0,0,negative
learner,Generation X (40-55),Other,Asian,Mid-level,Early career,Builder,None,Some college,Basic,Advanced,Auditory,Intermediate,Independent,Competitive,Urban,Intermediate,Negative,High,Resources,Extroverted,Personal interest,82.55,0,0,negative
learner,Generation X (40-55),Male,Other,Mid-level,Early career,Builder,Physical,Some college,Fluent,Intermediate,Reading/Writing,Intermediate,Independent,Both,Urban,Advanced,Positive,Medium,Interest,Ambivert,Requirement,100.0,4,10,negative
learner,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Early career,Accelerator,None,Some college,Fluent,Advanced,Kinesthetic,Advanced,Collaborative,Both,Urban,Advanced,Positive,Medium,Time,Introverted,Skill development,38.56,0,0,positive
learner,Generation Z (18-24),Female,Other,Senior-level,Early career,starter,None,Some college,Proficient,Basic,Auditory,Intermediate,Competitive,Both,Urban,Intermediate,Positive,High,Resources,Introverted,Skill development,68.69,0,0,negative
learner,Generation X (40-55),Other,African American,Executive,Mid-career,starter,Other,Doctoral degree,Proficient,Advanced,Auditory,Intermediate,Supportive,Competitive,Rural,Intermediate,Neutral,Medium,Interest,Extroverted,Career advancement,94.31,0,0,positive
learner,Generation X (40-55),Other,African American,Entry-level,Retirement,Builder,Other,Some college,Basic,Advanced,Auditory,Advanced,Supportive,Cooperative,Rural,Intermediate,Positive,High,Time,Extroverted,Requirement,73.16,0,0,negative
admin,Millennials (25-40),Male,Caucasian,Entry-level,Late career,Builder,None,Bachelor's degree,Fluent,Basic,Kinesthetic,Advanced,Collaborative,Competitive,Urban,Intermediate,Neutral,High,Time,Extroverted,Career advancement,100.0,2,8,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Mid-career,Builder,Physical,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Supportive,Both,Urban,Intermediate,Positive,High,Resources,Introverted,Career advancement,87.3,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Senior-level,Retirement,starter,None,Bachelor's degree,Basic,Intermediate,Kinesthetic,Advanced,Collaborative,Both,Urban,None,Positive,Medium,Accessibility,Extroverted,Career advancement,26.32,0,0,negative
admin,Generation X (40-55),Male,Hispanic/Latino,Mid-level,Late career,Accelerator,None,High school or below,Fluent,None,Reading/Writing,Basic,Collaborative,Cooperative,Suburban,Advanced,Neutral,Medium,Resources,Extroverted,Personal interest,75.01,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,Builder,Other,High school or below,Fluent,Intermediate,Reading/Writing,Advanced,Collaborative,Neither,Suburban,Intermediate,Positive,Low,Resources,Extroverted,Requirement,100.0,4,8,positive
learner,Generation Z (18-24),Female,African American,Entry-level,Mid-career,Builder,None,Some college,Proficient,Basic,Auditory,Basic,Competitive,Cooperative,Suburban,Advanced,Positive,Medium,Resources,Extroverted,Skill development,100.0,7,10,negative
learner,Generation X (40-55),Female,African American,Mid-level,Mid-career,starter,None,High school or below,Proficient,Basic,Kinesthetic,Advanced,Collaborative,Both,Urban,Basic,Neutral,High,Time,Introverted,Requirement,4.11,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Entry-level,Mid-career,Builder,Mental,Bachelor's degree,Proficient,Intermediate,Visual,Basic,Competitive,Competitive,Urban,Intermediate,Neutral,Medium,Resources,Extroverted,Personal interest,12.31,0,0,negative
learner,Millennials (25-40),Female,Caucasian,Senior-level,Late career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Basic,Competitive,Cooperative,Suburban,Basic,Positive,High,Time,Extroverted,Career advancement,100.0,4,9,positive
learner,Millennials (25-40),Male,Other,Mid-level,Early career,Expert,Physical,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Intermediate,Independent,Both,Rural,Basic,Positive,High,Interest,Introverted,Career advancement,43.77,0,0,negative
learner,Generation X (40-55),Male,Asian,Entry-level,Early career,Expert,None,Master's degree,Fluent,Advanced,Reading/Writing,Advanced,Collaborative,Competitive,Urban,Advanced,Positive,Medium,Resources,Introverted,Skill development,91.21,0,0,positive
admin,Generation X (40-55),Other,African American,Senior-level,Early career,Expert,None,Master's degree,Fluent,Intermediate,Kinesthetic,Intermediate,Competitive,Competitive,Urban,Advanced,Neutral,Medium,Time,Extroverted,Personal interest,100.0,6,5,negative
learner,Millennials (25-40),Female,Hispanic/Latino,Entry-level,Early career,starter,None,Doctoral degree,Basic,Intermediate,Auditory,Intermediate,Supportive,Competitive,Rural,Intermediate,Positive,Medium,Interest,Ambivert,Requirement,3.8,0,0,positive
learner,Generation X (40-55),Male,African American,Mid-level,Mid-career,starter,Physical,Bachelor's degree,Proficient,Advanced,Reading/Writing,None,Collaborative,Both,Urban,Advanced,Negative,High,Resources,Ambivert,Requirement,25.59,0,0,positive
learner,Baby Boomers (55-75),Female,Asian,Mid-level,Late career,starter,Physical,Some college,Fluent,Basic,Reading/Writing,Basic,Supportive,Both,Suburban,Intermediate,Positive,High,Time,Introverted,Career advancement,42.04,0,0,negative
admin,Millennials (25-40),Male,Caucasian,Entry-level,Mid-career,starter,Other,Some college,Fluent,Intermediate,Visual,Intermediate,Competitive,Both,Urban,Intermediate,Neutral,Medium,Resources,Extroverted,Career advancement,100.0,5,3,positive
learner,Millennials (25-40),Male,Asian,Entry-level,Mid-career,starter,Other,High school or below,Proficient,Intermediate,Visual,Intermediate,Collaborative,Both,Suburban,Advanced,Neutral,High,Accessibility,Ambivert,Requirement,85.95,0,0,negative
learner,Generation X (40-55),Other,Other,Entry-level,Early career,Accelerator,Other,Doctoral degree,Proficient,None,Kinesthetic,Intermediate,Competitive,Competitive,Suburban,Basic,Negative,Medium,Resources,Extroverted,Skill development,99.95,0,0,negative
learner,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Retirement,starter,Other,Some college,Proficient,Intermediate,Reading/Writing,Advanced,Independent,Neither,Urban,Intermediate,Positive,High,Time,Introverted,Career advancement,100.0,7,3,positive
admin,Millennials (25-40),Male,Hispanic/Latino,Entry-level,Retirement,Accelerator,None,Master's degree,Proficient,Advanced,Kinesthetic,Basic,Supportive,Competitive,Urban,Basic,Neutral,High,Time,Extroverted,Skill development,100.0,3,5,positive
learner,Baby Boomers (55-75),Female,Asian,Mid-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Visual,Basic,Collaborative,Cooperative,Suburban,Basic,Neutral,High,Accessibility,Introverted,Skill development,21.16,0,0,positive
learner,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Early career,Builder,None,Bachelor's degree,Fluent,Intermediate,Visual,Intermediate,Competitive,Cooperative,Suburban,Advanced,Negative,Medium,Interest,Introverted,Personal interest,72.63,0,0,positive
admin,Millennials (25-40),Female,Caucasian,Senior-level,Early career,Builder,None,Bachelor's degree,Proficient,Advanced,Visual,None,Collaborative,Both,Urban,Intermediate,Neutral,High,Resources,Ambivert,Skill development,78.12,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,starter,None,Master's degree,Proficient,Basic,Reading/Writing,Intermediate,Independent,Neither,Urban,Advanced,Neutral,Low,Interest,Extroverted,Career advancement,87.1,0,0,negative
learner,Millennials (25-40),Female,Other,Senior-level,Early career,starter,None,High school or below,Basic,Intermediate,Kinesthetic,Basic,Competitive,Competitive,Urban,Intermediate,Positive,High,Time,Extroverted,Personal interest,95.18,0,0,negative
learner,Millennials (25-40),Female,Asian,Entry-level,Early career,Accelerator,None,High school or below,Fluent,Basic,Visual,Intermediate,Collaborative,Both,Suburban,Advanced,Positive,Medium,Resources,Ambivert,Personal interest,7.67,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Mid-level,Mid-career,starter,None,Bachelor's degree,Proficient,Intermediate,Visual,Intermediate,Supportive,Both,Suburban,Intermediate,Neutral,Low,Resources,Extroverted,Skill development,100.0,3,1,negative
learner,Generation X (40-55),Male,Asian,Mid-level,Mid-career,starter,None,Bachelor's degree,Basic,Intermediate,Reading/Writing,Intermediate,Competitive,Cooperative,Suburban,Advanced,Positive,High,Resources,Extroverted,Career advancement,37.32,0,0,negative
learner,Millennials (25-40),Other,African American,Entry-level,Mid-career,starter,None,Some college,Basic,Basic,Auditory,Advanced,Supportive,Both,Urban,Advanced,Neutral,High,Resources,Introverted,Skill development,100.0,6,2,positive
learner,Generation Z (18-24),Female,African American,Senior-level,Late career,starter,None,Some college,Fluent,None,Reading/Writing,Intermediate,Supportive,Cooperative,Rural,Intermediate,Positive,Medium,Resources,Introverted,Skill development,38.32,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Senior-level,Late career,starter,None,Bachelor's degree,Basic,Intermediate,Kinesthetic,Intermediate,Competitive,Competitive,Urban,Intermediate,Neutral,High,Interest,Extroverted,Career advancement,100.0,3,2,negative
learner,Generation X (40-55),Male,Asian,Entry-level,Mid-career,Builder,Mental,Bachelor's degree,Proficient,None,Reading/Writing,Basic,Collaborative,Cooperative,Suburban,Advanced,Negative,Medium,Accessibility,Ambivert,Skill development,78.58,0,0,negative
learner,Millennials (25-40),Other,Hispanic/Latino,Entry-level,Retirement,Accelerator,None,Some college,Basic,Basic,Reading/Writing,Basic,Collaborative,Neither,Suburban,Intermediate,Neutral,High,Time,Introverted,Skill development,53.14,0,0,positive
learner,Generation X (40-55),Female,African American,Senior-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Basic,Reading/Writing,Intermediate,Competitive,Neither,Rural,Intermediate,Positive,High,Time,Introverted,Skill development,54.51,0,0,positive
admin,Generation X (40-55),Male,African American,Mid-level,Early career,Accelerator,None,Master's degree,Proficient,Basic,Auditory,Intermediate,Supportive,Both,Suburban,Advanced,Neutral,High,Accessibility,Extroverted,Personal interest,100.0,4,2,negative
learner,Generation X (40-55),Female,Asian,Mid-level,Early career,Accelerator,Physical,Bachelor's degree,Basic,None,Reading/Writing,Advanced,Collaborative,Competitive,Suburban,Advanced,Neutral,High,Resources,Extroverted,Personal interest,63.83,0,0,negative
admin,Millennials (25-40),Male,Asian,Entry-level,Early career,starter,None,Some college,Basic,None,Kinesthetic,Intermediate,Supportive,Cooperative,Rural,Basic,Neutral,Medium,Resources,Ambivert,Skill development,100.0,6,4,negative
learner,Generation X (40-55),Other,Caucasian,Entry-level,Mid-career,Builder,Mental,High school or below,Fluent,Advanced,Reading/Writing,Basic,Supportive,Cooperative,Urban,Basic,Neutral,Low,Resources,Extroverted,Skill development,31.67,0,0,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Late career,Builder,None,Bachelor's degree,Fluent,Intermediate,Reading/Writing,None,Collaborative,Competitive,Suburban,Advanced,Neutral,Medium,Interest,Ambivert,Skill development,100.0,4,5,positive
learner,Generation X (40-55),Female,Caucasian,Executive,Late career,Expert,Mental,Master's degree,Fluent,Intermediate,Auditory,Basic,Independent,Competitive,Suburban,Intermediate,Neutral,High,Time,Introverted,Personal interest,79.18,0,0,positive
learner,Generation X (40-55),Other,Caucasian,Entry-level,Early career,starter,None,High school or below,Proficient,Basic,Visual,Intermediate,Supportive,Neither,Rural,Intermediate,Positive,Medium,Interest,Ambivert,Skill development,29.71,0,0,negative
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Fluent,Advanced,Kinesthetic,Intermediate,Collaborative,Both,Suburban,Advanced,Positive,High,Resources,Extroverted,Skill development,44.37,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Executive,Mid-career,Builder,Physical,Bachelor's degree,Fluent,Intermediate,Auditory,Advanced,Supportive,Competitive,Urban,Advanced,Negative,High,Interest,Extroverted,Skill development,100.0,1,4,negative
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,Accelerator,None,High school or below,Basic,Advanced,Visual,Basic,Supportive,Competitive,Suburban,Basic,Positive,High,Interest,Ambivert,Requirement,43.29,0,0,negative
learner,Baby Boomers (55-75),Male,Caucasian,Entry-level,Mid-career,Builder,None,Some college,Fluent,Advanced,Auditory,Advanced,Competitive,Both,Suburban,Intermediate,Positive,Medium,Resources,Extroverted,Personal interest,100.0,5,4,negative
learner,Generation X (40-55),Male,Other,Senior-level,Mid-career,Builder,Other,Some college,Basic,Basic,Visual,Advanced,Supportive,Cooperative,Urban,Basic,Positive,Low,Interest,Introverted,Personal interest,100.0,4,9,negative
learner,Millennials (25-40),Male,African American,Senior-level,Early career,starter,Mental,Some college,Proficient,Advanced,Visual,Intermediate,Independent,Competitive,Suburban,Intermediate,Negative,High,Interest,Ambivert,Personal interest,100.0,1,3,positive
learner,Millennials (25-40),Male,Asian,Entry-level,Late career,Expert,Mental,Master's degree,Proficient,Intermediate,Visual,Advanced,Supportive,Cooperative,Urban,Basic,Positive,High,Accessibility,Extroverted,Skill development,100.0,2,10,negative
learner,Generation X (40-55),Male,Other,Mid-level,Mid-career,Builder,Other,Master's degree,Basic,Basic,Auditory,Intermediate,Collaborative,Both,Suburban,Basic,Positive,Medium,Accessibility,Introverted,Skill development,80.6,0,0,negative
learner,Generation Z (18-24),Female,Asian,Mid-level,Early career,Builder,None,Bachelor's degree,Proficient,Advanced,Auditory,Basic,Collaborative,Both,Urban,Basic,Neutral,Medium,Accessibility,Extroverted,Skill development,3.08,0,0,positive
learner,Generation X (40-55),Female,Asian,Mid-level,Mid-career,Builder,None,Doctoral degree,Proficient,Advanced,Auditory,None,Collaborative,Competitive,Urban,Intermediate,Positive,Low,Time,Extroverted,Skill development,12.53,0,0,positive
admin,Millennials (25-40),Female,Asian,Executive,Early career,Expert,None,Bachelor's degree,Basic,Basic,Reading/Writing,Advanced,Collaborative,Both,Urban,Intermediate,Neutral,High,Time,Extroverted,Career advancement,100.0,2,6,positive
admin,Generation X (40-55),Male,Hispanic/Latino,Entry-level,Retirement,Builder,None,Bachelor's degree,Proficient,Intermediate,Visual,Basic,Supportive,Both,Urban,Advanced,Positive,Medium,Time,Introverted,Skill development,100.0,3,2,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Early career,starter,None,Bachelor's degree,Proficient,Intermediate,Kinesthetic,Advanced,Supportive,Cooperative,Urban,None,Positive,High,Resources,Extroverted,Personal interest,36.6,0,0,positive
learner,Generation X (40-55),Female,Other,Entry-level,Late career,Accelerator,None,Some college,Basic,Advanced,Reading/Writing,Basic,Collaborative,Both,Suburban,Basic,Neutral,Medium,Time,Introverted,Requirement,70.24,0,0,positive
learner,Generation X (40-55),Female,Caucasian,Mid-level,Mid-career,starter,Mental,Some college,Fluent,Advanced,Reading/Writing,Intermediate,Collaborative,Neither,Urban,Advanced,Positive,High,Interest,Extroverted,Career advancement,100.0,1,2,positive
