ROLE,AGE_TYPE,GENDER_TYPE,RACE_TYPE,JOB_CATEGORY_TYPE,LIFE_STAGE_TYPE,CAREER_STAGE_TYPE,SPECIAL_NEEDS_TYPE,EDUCATIONAL_LEVEL_TYPE,LANGUAGE_ABILITIES_TYPE,LITERACY_NUMERACY_PROFICIENCY_TYPE,LEARNING_PREFERENCES_TYPE,PRIOR_KNOWLEDGE_SKILLS_TYPE,RELATIONSHIP_TO_PEERS_TYPE,TENDENCY_TO_COMPETE_OR_COOPERATE_TYPE,SOCIAL_BACKGROUND_TYPE,COMPUTER_LITERACY_TYPE,ATTITUDE_TOWARDS_LEARNING_TYPE,MOTIVATIONAL_LEVEL_TYPE,BARRIERS_TO_LEARNING_INTERESTS,PERSONALITY_TYPE,REASONS_FOR_ATTENDING_COURSE_TYPE,COURSE_COMPLETION,TIME_TAKEN_TO_COMPLETE,ATTEMPTS_TAKEN,COURSE_FEEDBACK
admin,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Mid-career,Expert,Other,Doctoral degree,None,None,Auditory,None,Collaborative,Both,Urban,None,Neutral,High,Interest,Ambivert,Personal interest,88.25,0,0,positive
admin,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Early career,starter,None,Bachelor's degree,None,Basic,Reading/Writing,None,Supportive,Both,Urban,Advanced,Neutral,Medium,Interest,Ambivert,Requirement,32.72,0,0,positive
learner,Generation Z (18-24),Female,Hispanic/Latino,Mid-level,Mid-career,Builder,Physical,Master's degree,Basic,Advanced,Visual,Advanced,Competitive,Cooperative,Rural,Basic,Neutral,Low,Resources,Introverted,Skill development,100.0,6,10,negative
admin,Generation X (40-55),Other,African American,Executive,Retirement,Builder,Physical,Some college,Proficient,Basic,Kinesthetic,Intermediate,Collaborative,Neither,Rural,Basic,Neutral,Low,Resources,Ambivert,Requirement,100.0,3,5,negative
learner,Generation Z (18-24),Female,African American,Mid-level,Late career,Builder,Mental,Some college,Fluent,Basic,Visual,None,Independent,Competitive,Rural,None,Negative,High,Accessibility,Extroverted,Skill development,11.8,0,0,negative
admin,Baby Boomers (55-75),Female,African American,Executive,Late career,Builder,Mental,Some college,Proficient,Advanced,Visual,Advanced,Independent,Competitive,Suburban,Advanced,Negative,Medium,Accessibility,Ambivert,Personal interest,100.0,5,10,positive
admin,Baby Boomers (55-75),Male,Caucasian,Senior-level,Retirement,starter,None,Master's degree,Proficient,Basic,Reading/Writing,Intermediate,Supportive,Both,Urban,Advanced,Positive,Low,Interest,Introverted,Career advancement,100.0,5,8,negative
admin,Baby Boomers (55-75),Female,Hispanic/Latino,Senior-level,Retirement,Expert,None,Master's degree,None,Basic,Visual,None,Collaborative,Both,Suburban,None,Negative,High,Interest,Extroverted,Skill development,61.58,0,0,negative
admin,Baby Boomers (55-75),Female,Hispanic/Latino,Mid-level,Mid-career,starter,Physical,Some college,Basic,Intermediate,Reading/Writing,Basic,Competitive,Both,Urban,Intermediate,Positive,Low,Interest,Ambivert,Requirement,30.53,0,0,positive
admin,Generation X (40-55),Other,African American,Executive,Mid-career,Accelerator,Other,Doctoral degree,Fluent,None,Reading/Writing,Intermediate,Collaborative,Neither,Rural,Intermediate,Neutral,High,Resources,Extroverted,Personal interest,84.58,0,0,positive
admin,Baby Boomers (55-75),Other,African American,Entry-level,Mid-career,Expert,None,Master's degree,Fluent,Intermediate,Auditory,Basic,Collaborative,Cooperative,Urban,Intermediate,Neutral,Medium,Accessibility,Extroverted,Requirement,100.0,3,8,positive
admin,Millennials (25-40),Male,Caucasian,Senior-level,Late career,Builder,Mental,Master's degree,Basic,Advanced,Visual,Advanced,Collaborative,Neither,Suburban,Basic,Negative,High,Resources,Ambivert,Skill development,72.11,0,0,negative
admin,Millennials (25-40),Female,African American,Entry-level,Early career,starter,Other,High school or below,Fluent,None,Reading/Writing,Advanced,Independent,Both,Suburban,None,Neutral,Low,Time,Ambivert,Personal interest,100.0,3,6,positive
learner,Generation X (40-55),Male,Caucasian,Entry-level,Mid-career,starter,Physical,Some college,Fluent,Advanced,Kinesthetic,None,Independent,Both,Rural,None,Negative,Low,Time,Ambivert,Requirement,100.0,4,6,positive
learner,Generation X (40-55),Female,Other,Mid-level,Early career,Accelerator,Other,Doctoral degree,Proficient,Basic,Visual,None,Collaborative,Competitive,Urban,None,Negative,Low,Accessibility,Ambivert,Skill development,60.45,0,0,positive
admin,Millennials (25-40),Female,African American,Entry-level,Retirement,Builder,Other,High school or below,Proficient,Basic,Visual,Intermediate,Supportive,Competitive,Suburban,Advanced,Positive,Medium,Interest,Introverted,Career advancement,100.0,7,6,negative
admin,Generation X (40-55),Other,African American,Executive,Retirement,Builder,Mental,High school or below,Proficient,None,Visual,Advanced,Collaborative,Cooperative,Rural,Advanced,Neutral,High,Time,Extroverted,Skill development,100.0,7,1,positive
admin,Generation Z (18-24),Male,African American,Senior-level,Late career,starter,Physical,High school or below,Fluent,Intermediate,Reading/Writing,Basic,Competitive,Neither,Suburban,Intermediate,Positive,High,Interest,Extroverted,Career advancement,100.0,5,3,negative
admin,Generation Z (18-24),Male,Asian,Senior-level,Retirement,starter,Mental,Some college,Proficient,None,Visual,None,Supportive,Neither,Suburban,None,Neutral,Low,Interest,Introverted,Requirement,81.56,0,0,positive
admin,Generation X (40-55),Female,Other,Entry-level,Late career,Builder,Other,Bachelor's degree,Fluent,Advanced,Auditory,Basic,Competitive,Neither,Urban,Basic,Negative,Low,Resources,Introverted,Career advancement,78.81,0,0,positive
admin,Generation Z (18-24),Male,Asian,Entry-level,Early career,Expert,Other,High school or below,None,Advanced,Reading/Writing,None,Competitive,Both,Suburban,Basic,Neutral,Low,Resources,Ambivert,Skill development,81.75,0,0,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Mid-level,Early career,Expert,Mental,High school or below,Proficient,Basic,Auditory,None,Independent,Neither,Rural,Intermediate,Positive,Medium,Accessibility,Extroverted,Career advancement,21.79,0,0,negative
learner,Baby Boomers (55-75),Female,Asian,Senior-level,Early career,Accelerator,Other,Some college,Basic,Basic,Auditory,Intermediate,Collaborative,Neither,Urban,Advanced,Negative,Low,Accessibility,Introverted,Personal interest,48.82,0,0,positive
learner,Generation Z (18-24),Other,Other,Senior-level,Mid-career,starter,Other,Bachelor's degree,Fluent,None,Kinesthetic,None,Collaborative,Neither,Rural,Basic,Negative,High,Time,Extroverted,Requirement,94.74,0,0,negative
learner,Millennials (25-40),Male,Caucasian,Mid-level,Mid-career,Expert,Other,Master's degree,Proficient,Intermediate,Visual,None,Competitive,Both,Suburban,Basic,Positive,High,Resources,Introverted,Career advancement,18.07,0,0,negative
learner,Millennials (25-40),Other,Hispanic/Latino,Executive,Mid-career,starter,Physical,Doctoral degree,None,Advanced,Auditory,Basic,Competitive,Competitive,Urban,Intermediate,Negative,High,Time,Introverted,Career advancement,83.63,0,0,negative
admin,Baby Boomers (55-75),Female,Other,Senior-level,Mid-career,Expert,Mental,Bachelor's degree,Fluent,Advanced,Reading/Writing,Intermediate,Independent,Competitive,Suburban,Basic,Neutral,Medium,Accessibility,Introverted,Skill development,71.53,0,0,positive
admin,Millennials (25-40),Other,Hispanic/Latino,Senior-level,Mid-career,Expert,None,Master's degree,Fluent,Intermediate,Auditory,Advanced,Competitive,Competitive,Rural,Basic,Neutral,High,Accessibility,Introverted,Requirement,44.11,0,0,negative
admin,Generation Z (18-24),Male,Asian,Mid-level,Late career,starter,Other,High school or below,Proficient,Advanced,Visual,Advanced,Supportive,Neither,Rural,Basic,Negative,High,Resources,Introverted,Skill development,9.05,0,0,negative
admin,Generation X (40-55),Male,Other,Executive,Late career,Accelerator,Mental,Doctoral degree,Basic,Intermediate,Reading/Writing,Advanced,Competitive,Competitive,Suburban,None,Neutral,Low,Accessibility,Introverted,Personal interest,55.67,0,0,negative
learner,Baby Boomers (55-75),Male,African American,Senior-level,Mid-career,Builder,Physical,Master's degree,None,None,Auditory,None,Competitive,Both,Suburban,Advanced,Negative,Low,Time,Extroverted,Career advancement,39.35,0,0,negative
admin,Generation Z (18-24),Female,Other,Executive,Early career,Builder,None,Master's degree,Proficient,Advanced,Reading/Writing,Basic,Independent,Both,Urban,None,Negative,Low,Resources,Ambivert,Requirement,69.55,0,0,negative
admin,Millennials (25-40),Male,Other,Entry-level,Mid-career,starter,Mental,Master's degree,Fluent,Intermediate,Auditory,None,Collaborative,Competitive,Urban,Basic,Positive,Medium,Time,Introverted,Requirement,80.46,0,0,positive
learner,Baby Boomers (55-75),Male,Other,Entry-level,Mid-career,starter,Physical,High school or below,Fluent,Basic,Auditory,Intermediate,Competitive,Both,Rural,None,Positive,High,Accessibility,Introverted,Personal interest,90.75,0,0,positive
admin,Generation Z (18-24),Other,Asian,Executive,Early career,Expert,Physical,Master's degree,Fluent,Advanced,Visual,Intermediate,Competitive,Both,Suburban,Intermediate,Negative,Low,Interest,Extroverted,Career advancement,100.0,7,4,negative
learner,Millennials (25-40),Other,Caucasian,Entry-level,Mid-career,Accelerator,Other,Some college,Basic,Basic,Kinesthetic,Intermediate,Independent,Both,Rural,Intermediate,Positive,Medium,Time,Introverted,Skill development,81.93,0,0,positive
learner,Millennials (25-40),Female,Asian,Senior-level,Retirement,Accelerator,None,Some college,Proficient,Intermediate,Reading/Writing,Basic,Competitive,Neither,Urban,Intermediate,Positive,Low,Time,Ambivert,Requirement,100.0,5,5,positive
learner,Millennials (25-40),Female,African American,Entry-level,Mid-career,Accelerator,Other,Doctoral degree,None,Intermediate,Reading/Writing,None,Collaborative,Cooperative,Suburban,None,Negative,Medium,Interest,Ambivert,Personal interest,0.13,0,0,positive
admin,Baby Boomers (55-75),Female,Hispanic/Latino,Executive,Retirement,Accelerator,Other,Doctoral degree,Proficient,Advanced,Kinesthetic,Intermediate,Supportive,Competitive,Suburban,None,Negative,Medium,Resources,Extroverted,Requirement,100.0,5,9,negative
admin,Generation X (40-55),Other,Hispanic/Latino,Executive,Early career,Expert,Physical,Master's degree,None,Advanced,Auditory,Advanced,Supportive,Cooperative,Suburban,Intermediate,Negative,Medium,Interest,Ambivert,Career advancement,45.98,0,0,positive
admin,Generation X (40-55),Other,Caucasian,Senior-level,Late career,Expert,None,Some college,None,None,Reading/Writing,Intermediate,Independent,Competitive,Suburban,None,Negative,Low,Interest,Ambivert,Career advancement,69.67,0,0,positive
admin,Generation X (40-55),Female,Hispanic/Latino,Mid-level,Early career,starter,Physical,Doctoral degree,Basic,Advanced,Reading/Writing,None,Independent,Competitive,Urban,Intermediate,Negative,High,Resources,Extroverted,Skill development,91.34,0,0,negative
learner,Generation X (40-55),Male,Asian,Entry-level,Retirement,starter,Other,Bachelor's degree,None,None,Reading/Writing,Basic,Competitive,Both,Rural,None,Neutral,Low,Interest,Introverted,Career advancement,100.0,3,10,positive
admin,Generation Z (18-24),Female,Asian,Executive,Retirement,Builder,Mental,Master's degree,Basic,Intermediate,Reading/Writing,Intermediate,Supportive,Both,Rural,None,Neutral,Low,Accessibility,Ambivert,Skill development,7.37,0,0,negative
learner,Baby Boomers (55-75),Other,Asian,Executive,Late career,Expert,Physical,Master's degree,Proficient,Advanced,Visual,Advanced,Competitive,Both,Urban,Basic,Negative,Medium,Resources,Extroverted,Career advancement,37.48,0,0,negative
admin,Generation Z (18-24),Male,Hispanic/Latino,Entry-level,Early career,Expert,Other,Some college,None,Intermediate,Kinesthetic,None,Supportive,Both,Rural,Basic,Positive,Low,Interest,Extroverted,Requirement,100.0,4,10,negative
learner,Generation X (40-55),Other,Other,Mid-level,Early career,starter,Other,Doctoral degree,Proficient,Basic,Kinesthetic,None,Independent,Competitive,Rural,None,Neutral,Medium,Interest,Ambivert,Personal interest,56.04,0,0,positive
learner,Generation X (40-55),Female,Other,Executive,Mid-career,Accelerator,Physical,Some college,Fluent,Advanced,Kinesthetic,Advanced,Competitive,Competitive,Rural,Basic,Neutral,Low,Time,Ambivert,Requirement,100.0,4,7,positive
learner,Generation X (40-55),Other,Other,Entry-level,Late career,starter,Physical,Bachelor's degree,Fluent,Advanced,Visual,None,Competitive,Competitive,Suburban,None,Negative,Medium,Interest,Extroverted,Requirement,41.4,0,0,negative
learner,Generation X (40-55),Other,Caucasian,Executive,Mid-career,Accelerator,Mental,Doctoral degree,None,Basic,Visual,Advanced,Competitive,Cooperative,Urban,Advanced,Negative,Medium,Resources,Extroverted,Personal interest,15.95,0,0,positive
learner,Generation Z (18-24),Female,Asian,Executive,Retirement,Accelerator,Mental,High school or below,None,Intermediate,Kinesthetic,Advanced,Supportive,Neither,Suburban,Intermediate,Neutral,High,Resources,Introverted,Career advancement,55.67,0,0,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Entry-level,Mid-career,Builder,None,Bachelor's degree,None,None,Visual,Basic,Competitive,Neither,Urban,Basic,Positive,High,Time,Extroverted,Requirement,18.53,0,0,negative
admin,Baby Boomers (55-75),Female,Caucasian,Senior-level,Retirement,starter,Physical,Some college,Basic,None,Kinesthetic,None,Supportive,Neither,Suburban,Advanced,Positive,Low,Interest,Ambivert,Career advancement,12.61,0,0,negative
admin,Generation X (40-55),Other,Other,Executive,Mid-career,Expert,Other,Master's degree,None,Basic,Visual,Advanced,Supportive,Cooperative,Rural,Intermediate,Negative,High,Time,Ambivert,Career advancement,51.02,0,0,negative
learner,Millennials (25-40),Other,Hispanic/Latino,Senior-level,Mid-career,Accelerator,None,Some college,Proficient,Intermediate,Auditory,None,Supportive,Competitive,Urban,Intermediate,Negative,Low,Resources,Extroverted,Career advancement,100.0,4,4,negative
learner,Baby Boomers (55-75),Other,African American,Senior-level,Mid-career,starter,Other,Master's degree,Proficient,Intermediate,Kinesthetic,Advanced,Supportive,Both,Suburban,Advanced,Negative,Low,Time,Ambivert,Requirement,17.41,0,0,positive
learner,Baby Boomers (55-75),Male,Other,Entry-level,Retirement,Builder,Physical,Doctoral degree,Fluent,Basic,Auditory,None,Collaborative,Both,Suburban,Basic,Negative,High,Resources,Extroverted,Career advancement,56.02,0,0,negative
admin,Generation Z (18-24),Male,Caucasian,Senior-level,Early career,starter,Other,Bachelor's degree,Fluent,Basic,Visual,None,Supportive,Both,Suburban,Advanced,Neutral,Low,Time,Extroverted,Career advancement,79.91,0,0,positive
admin,Generation Z (18-24),Male,Hispanic/Latino,Mid-level,Mid-career,Builder,Other,Bachelor's degree,Fluent,None,Visual,Advanced,Collaborative,Neither,Urban,Advanced,Positive,Low,Interest,Ambivert,Personal interest,93.57,0,0,negative
learner,Baby Boomers (55-75),Female,African American,Entry-level,Retirement,Accelerator,None,Master's degree,Basic,Advanced,Visual,Intermediate,Independent,Competitive,Urban,Advanced,Positive,Medium,Interest,Introverted,Personal interest,54.63,0,0,negative
learner,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Retirement,Expert,Mental,High school or below,Basic,Intermediate,Reading/Writing,Intermediate,Collaborative,Competitive,Rural,None,Neutral,Medium,Time,Extroverted,Personal interest,25.11,0,0,negative
admin,Generation X (40-55),Male,African American,Senior-level,Early career,Builder,Physical,Master's degree,Basic,None,Visual,Advanced,Supportive,Both,Rural,Advanced,Negative,Medium,Resources,Introverted,Skill development,98.16,0,0,positive
learner,Generation Z (18-24),Male,Hispanic/Latino,Mid-level,Retirement,starter,Physical,High school or below,None,Basic,Reading/Writing,Intermediate,Independent,Competitive,Suburban,Intermediate,Negative,Medium,Interest,Extroverted,Career advancement,21.96,0,0,positive
learner,Baby Boomers (55-75),Female,Hispanic/Latino,Mid-level,Retirement,Expert,Other,Master's degree,Fluent,Intermediate,Auditory,Basic,Independent,Competitive,Rural,Intermediate,Negative,Low,Time,Introverted,Requirement,32.82,0,0,positive
learner,Millennials (25-40),Other,Asian,Senior-level,Mid-career,Accelerator,Physical,Master's degree,Fluent,None,Visual,Advanced,Independent,Cooperative,Suburban,Intermediate,Neutral,Medium,Time,Ambivert,Personal interest,24.91,0,0,positive
admin,Millennials (25-40),Other,African American,Senior-level,Retirement,Builder,Physical,High school or below,None,Advanced,Reading/Writing,Intermediate,Supportive,Neither,Urban,None,Positive,Low,Resources,Introverted,Requirement,1.29,0,0,positive
learner,Millennials (25-40),Female,Caucasian,Executive,Late career,Accelerator,Mental,Master's degree,None,None,Visual,Basic,Independent,Competitive,Suburban,Advanced,Neutral,High,Accessibility,Extroverted,Career advancement,100.0,2,7,negative
learner,Generation X (40-55),Other,Caucasian,Mid-level,Early career,Builder,Physical,Some college,Fluent,Intermediate,Reading/Writing,None,Independent,Competitive,Suburban,Basic,Negative,Low,Accessibility,Ambivert,Skill development,89.28,0,0,positive
learner,Generation Z (18-24),Other,Hispanic/Latino,Executive,Mid-career,Expert,Physical,Doctoral degree,Fluent,Advanced,Visual,None,Supportive,Competitive,Urban,Advanced,Neutral,Medium,Time,Extroverted,Skill development,69.21,0,0,positive
learner,Generation Z (18-24),Female,Asian,Senior-level,Retirement,Builder,Other,High school or below,Basic,Advanced,Reading/Writing,None,Collaborative,Cooperative,Suburban,Intermediate,Negative,Medium,Interest,Introverted,Skill development,100.0,5,3,positive
admin,Generation Z (18-24),Male,Other,Executive,Early career,Accelerator,Physical,Bachelor's degree,Fluent,Basic,Kinesthetic,Intermediate,Supportive,Cooperative,Rural,Advanced,Negative,Medium,Resources,Extroverted,Skill development,32.11,0,0,negative
learner,Generation X (40-55),Male,Other,Senior-level,Late career,Expert,None,Bachelor's degree,Fluent,None,Kinesthetic,None,Competitive,Both,Suburban,Basic,Neutral,Medium,Accessibility,Introverted,Personal interest,11.03,0,0,positive
learner,Millennials (25-40),Male,Caucasian,Executive,Mid-career,Builder,Other,Bachelor's degree,None,Advanced,Auditory,Intermediate,Independent,Competitive,Suburban,Advanced,Positive,High,Resources,Ambivert,Skill development,61.54,0,0,positive
learner,Millennials (25-40),Male,Hispanic/Latino,Senior-level,Early career,Expert,Physical,Doctoral degree,Fluent,Basic,Reading/Writing,Advanced,Supportive,Cooperative,Rural,Advanced,Neutral,Medium,Accessibility,Introverted,Career advancement,14.88,0,0,positive
learner,Baby Boomers (55-75),Female,African American,Senior-level,Retirement,starter,Mental,High school or below,Fluent,None,Kinesthetic,Intermediate,Collaborative,Both,Rural,Basic,Positive,Medium,Interest,Ambivert,Career advancement,41.68,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Executive,Late career,Builder,Other,Doctoral degree,Proficient,Basic,Reading/Writing,Advanced,Supportive,Both,Rural,None,Positive,Medium,Interest,Ambivert,Requirement,30.16,0,0,negative
learner,Generation X (40-55),Female,Hispanic/Latino,Executive,Early career,starter,Other,Some college,Fluent,Intermediate,Kinesthetic,Advanced,Collaborative,Cooperative,Urban,Basic,Negative,Low,Time,Ambivert,Skill development,57.44,0,0,negative
admin,Millennials (25-40),Other,African American,Mid-level,Late career,Accelerator,Other,Doctoral degree,None,Advanced,Reading/Writing,Advanced,Competitive,Neither,Urban,Intermediate,Positive,Medium,Interest,Introverted,Skill development,100.0,5,7,positive
learner,Baby Boomers (55-75),Other,African American,Senior-level,Early career,Accelerator,Mental,Bachelor's degree,Fluent,Intermediate,Reading/Writing,Basic,Independent,Cooperative,Urban,Advanced,Positive,High,Accessibility,Introverted,Skill development,43.57,0,0,negative
admin,Generation X (40-55),Male,African American,Entry-level,Mid-career,starter,Physical,Master's degree,Fluent,Intermediate,Reading/Writing,None,Collaborative,Both,Suburban,Intermediate,Neutral,Low,Interest,Ambivert,Requirement,63.06,0,0,positive
learner,Millennials (25-40),Female,Hispanic/Latino,Executive,Late career,Builder,Other,Bachelor's degree,Proficient,Intermediate,Kinesthetic,None,Competitive,Cooperative,Urban,Intermediate,Positive,Low,Resources,Extroverted,Requirement,20.93,0,0,negative
admin,Generation X (40-55),Male,Asian,Executive,Retirement,Expert,Mental,Master's degree,None,Basic,Reading/Writing,Intermediate,Independent,Neither,Urban,Basic,Negative,Medium,Accessibility,Extroverted,Personal interest,24.21,0,0,positive
learner,Generation Z (18-24),Male,African American,Mid-level,Late career,starter,Physical,Master's degree,Fluent,None,Reading/Writing,Advanced,Independent,Cooperative,Rural,Basic,Neutral,Low,Interest,Ambivert,Career advancement,11.95,0,0,positive
learner,Baby Boomers (55-75),Other,Hispanic/Latino,Mid-level,Late career,Expert,Other,Some college,Basic,Advanced,Reading/Writing,Intermediate,Independent,Both,Rural,Basic,Positive,Low,Resources,Ambivert,Career advancement,89.74,0,0,negative
admin,Generation X (40-55),Female,Caucasian,Executive,Early career,starter,Other,Doctoral degree,None,None,Kinesthetic,None,Competitive,Cooperative,Urban,Intermediate,Negative,High,Resources,Extroverted,Personal interest,29.68,0,0,positive
admin,Generation Z (18-24),Female,Caucasian,Mid-level,Late career,Accelerator,Mental,Doctoral degree,Fluent,Basic,Reading/Writing,None,Independent,Neither,Rural,Basic,Positive,Low,Accessibility,Extroverted,Career advancement,83.76,0,0,positive
learner,Millennials (25-40),Female,Asian,Mid-level,Retirement,Builder,Other,Doctoral degree,Fluent,Advanced,Reading/Writing,Intermediate,Supportive,Both,Suburban,None,Neutral,Low,Accessibility,Introverted,Career advancement,21.25,0,0,negative
admin,Generation X (40-55),Other,Caucasian,Mid-level,Early career,starter,None,Master's degree,Fluent,Basic,Auditory,Basic,Collaborative,Cooperative,Urban,Advanced,Negative,Low,Interest,Introverted,Skill development,30.81,0,0,positive
admin,Millennials (25-40),Other,African American,Entry-level,Retirement,Accelerator,None,Doctoral degree,Basic,Intermediate,Auditory,Advanced,Competitive,Both,Suburban,Advanced,Neutral,Low,Resources,Introverted,Skill development,21.59,0,0,positive
learner,Baby Boomers (55-75),Other,African American,Entry-level,Early career,Accelerator,Physical,Bachelor's degree,Basic,Intermediate,Auditory,Advanced,Collaborative,Both,Suburban,Advanced,Neutral,High,Accessibility,Introverted,Personal interest,100.0,2,1,negative
learner,Generation X (40-55),Male,Other,Senior-level,Early career,Expert,Other,Doctoral degree,Proficient,Intermediate,Auditory,Intermediate,Independent,Competitive,Suburban,Intermediate,Negative,High,Resources,Introverted,Career advancement,66.12,0,0,positive
learner,Generation Z (18-24),Female,Hispanic/Latino,Senior-level,Late career,Expert,Other,Doctoral degree,Fluent,Intermediate,Auditory,None,Independent,Competitive,Urban,None,Negative,Medium,Interest,Extroverted,Requirement,100.0,7,9,positive
admin,Millennials (25-40),Female,Caucasian,Entry-level,Late career,Expert,None,Some college,Fluent,Basic,Visual,None,Collaborative,Cooperative,Rural,Intermediate,Negative,High,Resources,Introverted,Personal interest,71.56,0,0,positive
admin,Millennials (25-40),Female,Other,Entry-level,Mid-career,Builder,Other,Master's degree,Fluent,None,Visual,Intermediate,Competitive,Competitive,Urban,None,Negative,High,Accessibility,Introverted,Requirement,82.84,0,0,positive
learner,Baby Boomers (55-75),Male,Other,Senior-level,Late career,Expert,None,Master's degree,None,Intermediate,Reading/Writing,Advanced,Supportive,Both,Urban,None,Positive,Medium,Time,Introverted,Personal interest,99.04,0,0,positive
learner,Generation Z (18-24),Female,Hispanic/Latino,Entry-level,Mid-career,Accelerator,Other,Master's degree,Fluent,Advanced,Kinesthetic,Basic,Collaborative,Cooperative,Rural,Intermediate,Positive,Low,Accessibility,Introverted,Personal interest,100.0,5,9,positive
admin,Generation Z (18-24),Other,African American,Senior-level,Late career,Accelerator,None,Some college,Fluent,Basic,Reading/Writing,None,Supportive,Both,Rural,Intermediate,Negative,High,Interest,Introverted,Skill development,81.86,0,0,negative
admin,Generation Z (18-24),Male,Asian,Mid-level,Early career,Accelerator,Physical,Bachelor's degree,Fluent,Intermediate,Auditory,Intermediate,Independent,Neither,Rural,Basic,Neutral,Low,Time,Extroverted,Requirement,20.83,0,0,negative
learner,Baby Boomers (55-75),Female,African American,Mid-level,Retirement,starter,None,Bachelor's degree,Proficient,Intermediate,Reading/Writing,Basic,Collaborative,Cooperative,Rural,None,Positive,High,Resources,Extroverted,Skill development,17.46,0,0,positive
admin,Generation X (40-55),Male,Caucasian,Mid-level,Early career,Expert,Other,Master's degree,Fluent,Advanced,Auditory,Intermediate,Independent,Neither,Suburban,Advanced,Negative,Low,Accessibility,Extroverted,Requirement,77.21,0,0,negative
learner,Millennials (25-40),Other,Caucasian,Mid-level,Mid-career,Accelerator,Mental,Doctoral degree,Fluent,Intermediate,Auditory,Basic,Competitive,Cooperative,Urban,Advanced,Neutral,Low,Accessibility,Introverted,Career advancement,33.98,0,0,negative
learner,Millennials (25-40),Female,Hispanic/Latino,Senior-level,Mid-career,starter,Other,Some college,None,None,Kinesthetic,Advanced,Supportive,Cooperative,Urban,Basic,Positive,Low,Interest,Ambivert,Career advancement,1.74,0,0,negative
admin,Millennials (25-40),Male,African American,Mid-level,Retirement,starter,Mental,Doctoral degree,Proficient,Intermediate,Visual,Basic,Supportive,Both,Suburban,None,Negative,Low,Resources,Extroverted,Career advancement,0.15,0,0,negative
learner,Generation X (40-55),Female,Other,Mid-level,Mid-career,Accelerator,Other,Some college,None,None,Kinesthetic,Advanced,Independent,Cooperative,Rural,Basic,Negative,Medium,Time,Ambivert,Personal interest,92.79,0,0,positive
admin,Baby Boomers (55-75),Female,African American,Executive,Late career,Expert,Other,Some college,Fluent,Basic,Visual,Intermediate,Collaborative,Competitive,Urban,Intermediate,Negative,Low,Time,Ambivert,Career advancement,35.8,0,0,positive
learner,Generation X (40-55),Other,Other,Executive,Retirement,Expert,Physical,Master's degree,Basic,Basic,Visual,None,Supportive,Competitive,Urban,None,Negative,High,Accessibility,Ambivert,Skill development,18.05,0,0,negative
learner,Millennials (25-40),Female,Asian,Executive,Retirement,Expert,None,High school or below,Fluent,Advanced,Reading/Writing,Basic,Competitive,Both,Rural,Intermediate,Neutral,Medium,Interest,Introverted,Personal interest,29.98,0,0,negative
learner,Generation X (40-55),Other,Caucasian,Executive,Retirement,starter,None,High school or below,Fluent,None,Kinesthetic,Intermediate,Competitive,Neither,Suburban,None,Positive,High,Time,Extroverted,Career advancement,73.61,0,0,negative
admin,Millennials (25-40),Other,Asian,Senior-level,Retirement,Accelerator,Other,Some college,Basic,Basic,Auditory,None,Collaborative,Both,Rural,None,Negative,Low,Interest,Introverted,Requirement,100.0,4,8,negative
admin,Generation X (40-55),Female,Caucasian,Entry-level,Late career,starter,Other,Some college,Fluent,None,Auditory,Basic,Supportive,Both,Urban,Basic,Negative,Low,Accessibility,Introverted,Personal interest,9.81,0,0,negative
admin,Generation Z (18-24),Male,Asian,Entry-level,Mid-career,starter,Physical,Master's degree,None,Advanced,Visual,Advanced,Collaborative,Cooperative,Rural,Advanced,Positive,Low,Interest,Ambivert,Requirement,100.0,3,10,negative
admin,Generation Z (18-24),Other,Hispanic/Latino,Entry-level,Mid-career,Builder,Physical,Master's degree,Fluent,Intermediate,Reading/Writing,Basic,Independent,Both,Suburban,None,Neutral,Medium,Interest,Ambivert,Personal interest,4.65,0,0,positive
admin,Baby Boomers (55-75),Other,Asian,Executive,Retirement,Expert,Mental,Doctoral degree,Fluent,Intermediate,Visual,Intermediate,Supportive,Cooperative,Urban,None,Neutral,High,Interest,Introverted,Requirement,38.73,0,0,positive
admin,Baby Boomers (55-75),Male,African American,Mid-level,Early career,starter,None,Master's degree,Fluent,Intermediate,Reading/Writing,Intermediate,Collaborative,Cooperative,Urban,Intermediate,Negative,Low,Resources,Extroverted,Career advancement,100.0,7,5,positive
learner,Generation Z (18-24),Other,Hispanic/Latino,Mid-level,Retirement,starter,Other,Master's degree,None,None,Auditory,Advanced,Competitive,Cooperative,Urban,Advanced,Negative,Medium,Time,Extroverted,Requirement,93.69,0,0,positive
admin,Millennials (25-40),Male,Asian,Mid-level,Mid-career,Accelerator,None,Bachelor's degree,Proficient,Advanced,Kinesthetic,None,Supportive,Competitive,Rural,Intermediate,Negative,High,Resources,Introverted,Skill development,27.99,0,0,positive
